feature,class
"[-59.051575   61.004276   27.743502   23.849539   12.297715    7.377119
  12.317067    7.139927   13.406534    2.49732    -1.9689049  -2.4171176
  -4.516286    3.47225     2.044253    3.7309847   2.5016496   1.2773925
   3.1188366   1.6506822   3.480965    2.6905916  -1.7424468  -4.0752344
  -4.118127   -3.0270677  -1.8316034  -4.018392   -2.9414077   3.2546163
   3.2419283  -5.4380016  -8.653132   -8.514116   -5.874346   -0.96322
  -0.1075819   3.0680058   0.763772   -5.377446 ]",pop
"[-1.2551832e+02  5.1231625e+01  3.8500435e+01  1.4496834e+01
  1.6243740e+01  4.6439257e+00  1.2318210e+01  1.1781602e+00
  1.7291410e+00  9.7671747e+00 -2.8228531e+00  2.0808580e+00
  8.5810918e-01 -5.0369167e-01  1.3397868e+00 -8.5539633e-01
  4.9945083e-01  4.1403909e+00  1.7412359e+00  8.2248001e+00
  3.9407525e+00  3.1149898e+00  5.5839663e+00  5.2775478e+00
  2.6384835e+00  2.8639746e+00  5.1967412e-02 -1.5270327e+00
 -1.4939152e+00 -1.3667521e+00 -3.2172766e-02 -5.6191897e-01
 -3.5574654e-01  1.2776762e+00 -3.9170945e-01 -4.5586964e-01
 -5.7561404e-01 -1.2629721e+00 -1.7557734e+00  4.5460862e-01]",pop
"[-26.940434    46.743645     8.683473     8.586894     6.084411
  12.43607      6.9747324    2.499159     1.1518143    7.257162
  -3.1354442    1.2637736    3.8410106    4.6863008    1.7072082
  -0.98170704  -1.3003609   -2.679075    -1.2707309   -2.4859219
  -4.304946     0.2398299    1.0440552    0.4959097   -1.3865763
   0.59476936  -1.179744     1.2856402    0.66837263  -1.8733894
  -3.382369     0.9119116    3.4264436    1.2354202   -1.475358
  -3.0438354   -4.356312    -2.2936964   -0.94579965  -1.6858978 ]",pop
"[-119.3696       85.97376      33.870014      9.980801     17.702011
    0.5173518     9.578705     -5.3154035     4.174863      8.122891
   -7.9832706     1.5733021    -2.9313238    -1.6081401    -0.19623747
   -2.434576      1.2034879     5.844037      1.6118616     7.5748696
    2.2287312     2.107753      0.60925066   -0.34573805   -2.0844731
    4.0777783     0.9172218     3.6663275     1.8400694    -1.4721396
   -0.19216661   -1.3739547     1.1817583     1.9632428    -1.7546425
   -0.63745135   -0.9470368    -0.52820176   -1.1172283    -0.15682025]",pop
"[-159.48033     104.85739     -10.333498     34.647846     -4.978135
   26.803732    -21.9402       23.42468     -14.025368     19.575533
   -8.296037      9.729553    -10.074867      1.4232851    -6.48828
    1.0727451    -9.200651      3.2854667    -0.7637778     3.756271
    3.2961605     3.0567787    -2.192417      0.9250513     0.9123511
    2.279641      1.7584603    -0.39978328   -0.930294     -1.7892506
    6.529113      2.09115      -0.7752483    -3.929044     -3.64572
   -1.7943789     1.1417439    -1.3384926    -0.7672581    -1.419356  ]",reggae
"[-1.9093719e+02  1.2741596e+02 -3.7882683e+00  2.6704466e+01
 -1.2820788e+01  2.3924116e+01 -8.2228651e+00  9.9625044e+00
 -1.2229613e+01  1.3450587e+01 -7.0660062e+00  1.6455318e+00
 -1.4528188e+01 -3.2282116e+00 -1.0449793e+01 -3.4982026e+00
 -9.7466936e+00 -3.9085407e+00 -7.6508331e+00 -3.5471931e+00
 -8.4745331e+00 -8.3859835e+00 -3.5252762e+00 -6.4018908e+00
 -1.3730729e+00  4.0251535e-01 -1.1999695e+00 -1.1826876e+00
 -3.6394181e+00 -1.0359997e+01 -2.7876427e+00 -1.0440042e+00
 -4.6741968e-01 -4.0298800e+00 -2.2359433e+00 -2.5824208e+00
 -1.7973353e-01 -7.9626930e-01 -3.7966812e-01 -3.0347285e+00]",reggae
"[-1.8909105e+02  1.1086749e+02  2.9827712e+00  4.8362511e+01
 -6.4262404e+00  2.0728699e+01 -1.2561620e+01  1.5884039e+01
 -1.3630971e+01  9.4186859e+00 -8.0444956e+00  8.0909052e+00
 -1.0641822e+01 -2.5549021e+00 -4.7125664e+00 -1.0281272e+00
 -3.2127206e+00  2.6898780e+00 -3.9885128e+00  2.8629758e+00
 -4.4652901e+00 -4.3126693e+00 -2.2267268e+00  9.5360234e-02
 -2.4007232e+00 -3.8193548e+00 -8.7827599e-01 -3.4565117e+00
  4.7002584e-01 -2.5019495e+00 -1.6129433e+00 -4.4504862e+00
 -2.5748010e+00 -3.1691167e-01  6.4430767e-01 -3.2774777e+00
 -1.8587958e+00 -1.0932690e+00 -2.7834518e+00 -3.9417076e+00]",reggae
"[-201.19154     104.146736    -15.439406     30.81282      14.260963
   31.42331      -7.8610983    17.96708      -4.053848     16.94223
  -11.208057     12.122964     -5.282073     -0.684148     -1.3796266
    3.9347281    -5.855609      1.0446371    -2.9770885    -1.3649515
    0.77837896    1.2839276     3.8635554    -3.259388     -0.73557216
   -0.9959911     1.837544     -0.53691554   -4.3667827    -1.9826893
    3.7633684     3.4205647    -1.280757     -5.1637173    -6.0773797
   -1.6622704    -4.0690536    -1.2128552     0.7831499    -2.531746  ]",reggae
"[-1.7557849e+02  1.0487788e+02 -1.5688772e+01  2.7520798e+01
 -8.1107740e+00  2.4028858e+01 -1.0312878e+01  1.8851536e+01
 -8.3809032e+00  1.1850701e+01 -7.5791159e+00  1.2561645e+01
 -6.0398259e+00  2.4973562e+00  1.9000847e+00  7.1328044e+00
 -3.3741229e+00  1.2438280e+01 -3.3470025e+00  7.4571359e-01
  1.8817858e+00 -1.2654808e+00  1.2884602e-02  1.6757576e+00
  1.2566737e+00 -2.5048697e-01  1.1724989e+00 -2.5570471e+00
 -4.6169901e+00 -3.2391293e+00  6.1939955e-01 -1.3071895e+00
 -2.0464472e-01 -5.7584052e+00 -5.4316235e+00 -3.9876475e+00
 -6.6924719e-03 -6.6546202e-01 -7.5661099e-01 -3.7936373e+00]",reggae
"[-1.7676518e+02  1.1684069e+02 -2.1308065e+01  3.8763409e+01
 -5.4505625e+00  2.6620836e+01 -8.1817322e+00  1.5778047e+01
 -1.0484447e+01  1.1044603e+01 -1.0051371e+01  9.9148493e+00
 -3.2497032e+00  2.8190188e+00 -2.5326464e+00 -1.4109262e+00
 -9.8843336e+00  3.0734854e+00 -2.8175434e-01  1.9898896e+00
  2.1236782e+00 -4.9878521e+00 -1.2371557e+00  1.3852562e+00
 -1.1468542e+00 -2.4761546e+00  1.6797309e+00 -2.6109712e+00
 -3.1617913e-01 -2.2630446e+00 -5.4478855e+00 -8.0063515e+00
 -3.9011331e+00  1.5522547e-01  1.2826952e+00 -1.9400264e+00
 -1.8461372e+00 -1.5216681e+00 -1.5039020e+00 -5.9076996e+00]",reggae
"[-2.0739706e+02  1.3470505e+02 -9.0931702e+00  3.8447041e+01
  6.3035922e+00  2.2595772e+01 -8.2993879e+00  1.6295506e+01
 -8.4718380e+00  4.1403346e+00 -4.3538995e+00  6.3404932e+00
 -6.9138722e+00  9.5296204e-01 -9.4856042e-01 -2.5315037e+00
 -6.0917125e+00  2.4853051e+00 -6.1715736e+00 -4.5784636e+00
 -1.4636881e+00 -4.7445192e+00  3.5921454e-01  7.8010768e-02
 -2.9592115e-01 -8.8023233e-01 -3.0302078e-01 -5.5650349e+00
 -3.4349318e+00 -1.8268716e+00  1.6619390e+00 -2.1178100e-01
 -1.6932446e+00 -3.2172432e+00 -3.7668686e+00 -3.9250011e+00
 -1.8272151e-01 -1.7828368e+00 -1.1933554e+00 -3.3406897e+00]",reggae
"[-192.26941     116.4957      -10.950728     29.891136     -0.659651
   21.443464    -11.864701     18.65121     -13.07924      14.465653
   -7.3812265     4.820051     -2.81011       3.1210797    -1.6220748
   -2.3946939    -6.5232224    -1.4153038    -5.538162     -2.5421898
    1.2451365    -0.39916646    1.7596674    -1.5914141    -0.786311
   -0.34073496   -1.3333182    -1.7374406    -2.42017       2.8505437
    5.048116     -0.52682006   -2.4598124    -8.181475     -3.4201102
   -2.1960104    -1.3342087    -2.9853013    -1.5512303    -0.474808  ]",reggae
"[-194.54175     118.60043      -6.408212     40.801094     -3.293511
   25.461584     -9.303606     11.395713     -6.1569276    15.344735
   -5.1625943     5.759956     -6.2791595     5.880149     -2.7959669
    2.5813425    -4.752368      4.5279517    -3.1901839    -0.323051
   -3.8208675    -3.9825072    -1.1030972     0.48653775    0.88697433
   -5.90396      -0.71129775   -3.5935419    -4.3802266     2.2407784
   -0.38852048   -7.199833     -3.562914     -1.8443093    -0.3999917
    0.4195099     1.1675968    -2.998254     -1.4420812    -6.113474  ]",reggae
"[-2.3250473e+02  1.3122951e+02  2.6469772e+00  1.8397951e+01
  1.1315558e+01  2.2928440e+01 -1.0467937e+01  1.6771238e+01
 -1.5256651e+01  1.5530609e+01 -8.3896446e+00  8.0225477e+00
 -3.7816064e+00  3.1112487e+00 -1.4063514e+00  3.2672164e+00
 -4.0951238e+00  2.9421628e+00  3.9714080e-01  1.9508969e-02
  2.7073417e+00  3.8786566e-01  3.3426700e+00  7.9222523e-02
  5.2087336e+00 -7.9424419e-02  4.4686427e+00  3.0695746e+00
  2.7953163e-01 -1.0728976e+00 -3.9487474e+00  4.1045642e-01
  1.9661156e+00  2.4980333e+00 -7.5808847e-01 -4.5424908e-01
 -1.2298815e+00  9.5368183e-01 -1.7047541e+00 -2.3598864e+00]",reggae
"[-2.3364262e+02  8.7524429e+01 -2.2214462e+01  5.2048756e+01
 -8.5756073e+00  2.4966368e+01 -1.8236242e+01  1.8883245e+00
 -9.1320047e+00 -2.2732626e-01 -1.7069843e+01 -3.0311315e+00
 -9.7932863e+00 -8.7958498e+00 -7.7299490e+00 -2.1882329e+00
 -1.3639918e+01 -6.4867253e+00 -9.1446590e+00 -1.2719940e+01
 -9.0986872e+00 -1.0833326e+01 -9.4514084e+00 -6.3701339e+00
 -1.0835483e+01 -7.8078432e+00  1.6472038e+00 -8.8478309e-01
 -1.8976867e+00 -7.3694382e+00 -2.1715078e+00 -1.0494350e+01
 -3.7572098e+00  1.0247496e+00  1.7693168e+00 -9.7321168e-02
 -2.1296556e+00 -4.8311014e+00 -6.5188370e+00 -3.4226763e+00]",reggae
"[-1.98732117e+02  1.02408325e+02 -9.99692917e+00  3.08049164e+01
 -3.29276776e+00  2.02793713e+01 -5.63160801e+00  2.80960331e+01
 -1.15049858e+01  1.82038479e+01 -7.36059475e+00  1.22804518e+01
 -4.36241674e+00  1.14038076e+01 -3.46373272e+00  2.01803422e+00
 -6.98366070e+00  1.10860109e+00 -1.49491870e+00  1.95027256e+00
  1.21253693e+00  3.10529542e+00  9.87303674e-01  2.68989110e+00
  2.93618584e+00  1.70366240e+00  2.17410350e+00  5.04802763e-02
  4.77525425e+00  1.32352149e+00 -1.55826771e+00 -4.09410667e+00
 -7.57535473e-02 -1.12622499e+00  1.13646638e+00 -3.99846554e-01
 -1.71405029e+00 -1.29103136e+00 -1.63654089e+00 -3.63767004e+00]",reggae
"[-191.19943     96.34123    -17.658962    24.837395    -0.889669
   26.334473   -12.93426     19.635569    -9.790512    16.973425
   -8.587678    11.422936    -8.202379     5.9587607   -1.860794
    5.956678    -8.071679     3.3935697   -2.6479979   -0.798589
   -5.325133    -1.5481739   -3.9514544    3.3575828   -1.409778
    1.0821415    2.3831878   -0.8872004   -1.1298195   -6.24223
   -0.7389042    1.6903459    1.1466076    1.2827852   -1.2067678
   -3.9431157   -2.9501731    1.3723801    0.5068082   -2.2466097]",reggae
"[-2.06515518e+02  1.22598175e+02 -5.76590836e-01  2.93540936e+01
  1.02335272e+01  2.82323608e+01 -9.92943478e+00  1.33714867e+01
 -8.45547199e+00  1.12855148e+01 -7.29007769e+00  7.07310915e+00
 -1.03460169e+01  1.94202936e+00 -6.54177237e+00 -2.06346646e-01
 -7.55714369e+00  4.06790733e-01 -1.65795243e+00 -1.75933644e-01
  3.62644410e+00 -2.38802075e+00  1.18999445e+00  3.03649640e+00
  3.11319494e+00 -1.22232938e+00  2.01249194e+00 -5.81217432e+00
 -7.17826128e-01  1.43604398e+00 -2.14036417e+00 -3.44848228e+00
 -6.63397264e+00 -1.54537416e+00  3.47220629e-01 -1.16148818e+00
 -1.78817436e-01 -3.82876897e+00 -1.98636830e+00 -2.73059320e+00]",reggae
"[-2.0958130e+02  1.0526066e+02  2.5705211e+00  3.4898067e+01
  1.5326888e+01  2.5199398e+01 -6.0632272e+00  1.8243076e+01
 -5.0739202e+00  8.9507246e+00 -1.0186211e+00  8.2501030e+00
 -4.0277166e+00  4.7467117e+00 -1.0588845e+00  3.0612168e+00
 -4.6020155e+00  4.2569423e+00 -2.1253924e+00 -3.6633239e+00
 -1.8890004e+00  5.4200161e-02  1.8268135e+00 -6.4832413e-01
  6.3155860e-02  9.0866250e-01  6.3509483e+00  3.4582534e+00
 -2.4249551e-01 -6.5392846e-01  2.4574101e+00  5.0404501e+00
  5.1841640e+00  2.1449156e+00 -1.9292940e+00 -4.7681303e+00
 -2.0666683e+00 -1.4386159e+00  3.3587000e-01 -1.5090035e+00]",reggae
"[-1.57817215e+02  1.09850296e+02  8.46533775e+00  4.17940903e+01
  5.11900330e+00  2.57519703e+01 -1.29517508e+01  2.20642242e+01
 -1.55037642e+01  1.43673010e+01 -1.19175882e+01  1.15952139e+01
 -1.06270390e+01  4.12536383e+00 -4.04083729e+00  3.46727300e+00
 -8.39782619e+00  1.78330278e+00 -5.23789358e+00 -1.46084726e+00
 -1.63407016e+00 -1.40567601e-01  6.09907834e-03  9.03825760e-01
  3.74074996e-01 -3.02480531e+00 -2.18377519e+00 -3.79848981e+00
 -2.86081254e-01 -9.02897656e-01  9.44918036e-01 -4.39833403e+00
 -2.60129142e+00 -3.56334734e+00 -5.81359625e-01  1.62199163e+00
  6.00909472e-01 -2.87952757e+00 -4.46126413e+00 -3.08479595e+00]",reggae
"[-76.08659    101.112076   -11.623927    46.250248   -11.212149
  31.397367    -9.473126    22.47439    -16.812243    15.9744
  -9.512783    11.821731    -7.8461685    9.718278    -7.2436595
   6.178953    -8.610425     8.079644    -5.593419     3.7306018
   3.650615     2.3784103    0.24405228   2.2122111   -0.56556886
   4.1949396    0.67703986   1.6624825   -1.8862576    1.2127358
   3.4424274   -2.4776378   -2.5427072   -2.8855107   -0.92178625
  -1.8695538   -2.0206008   -4.7651987   -0.973438    -2.0857704 ]",reggae
"[-1.5480096e+02  1.1002115e+02 -1.8445381e+01  3.6652042e+01
  5.2338839e-01  3.1578094e+01 -1.0432264e+01  1.8818375e+01
 -7.1749778e+00  1.3144800e+01 -5.2489390e+00  8.9003086e+00
 -6.7106643e+00  6.0231552e+00 -2.7987285e+00  3.6353457e+00
 -2.2221212e+00  5.3123302e+00 -6.5843883e+00 -2.9296017e+00
  2.6661460e+00  2.0090210e+00  1.6245548e+00  2.1967456e+00
  2.8190663e+00  3.4593150e-02  3.9092779e+00  2.7048373e-01
 -5.3637451e-01  1.9454713e+00  2.9433272e+00 -2.1631250e+00
 -1.2488309e+00 -4.6467562e+00 -5.9286141e-01 -3.7863158e-02
  3.2006106e+00  8.2658350e-01 -4.3268105e-01 -2.4102695e+00]",reggae
"[-1.7086713e+02  1.0773833e+02 -1.7606595e+00  4.6446262e+01
 -1.9452451e-01  2.4937532e+01 -1.0676094e+01  1.8083887e+01
 -1.0790390e+01  1.1160347e+01 -7.2552218e+00  6.2078676e+00
 -6.4697709e+00  2.0512228e+00 -2.4364634e+00  2.5626221e+00
 -4.0418148e+00  7.9678297e-01 -3.7514188e+00 -1.6654915e+00
  1.4075141e-01  9.1656989e-01 -8.1680387e-01 -1.0454346e+00
 -3.3890536e-01 -1.1954170e+00  3.2181804e+00 -1.7079273e+00
 -9.6415719e-03  7.1227336e-01  1.1188817e+00 -9.3470949e-01
  1.2441925e+00 -1.1234162e+00 -1.6805663e+00 -4.7393894e+00
 -3.3930275e+00 -1.9453332e+00  1.0180252e+00 -9.3428993e-01]",reggae
"[-184.58188     106.214096      4.000761     38.708908      8.411526
   30.451197     -3.3438368    20.298872     -1.5424036    15.916831
   -6.5128145    13.191905     -1.7114568     6.8503737    -3.2332587
    1.8666654    -6.0403743     3.5150418    -7.407167     -1.7401564
   -6.72132      -6.035444     -3.5300212    -1.4115994     1.4801183
    3.2194848     4.620723      1.6384665    -1.2134899    -1.3893008
    2.664583     -1.1007468    -3.5824392    -5.5281234    -6.861138
   -3.8496146    -1.0544437    -0.25421953    1.1420264    -5.791699  ]",reggae
"[-177.70435     113.62593       2.3215327    35.830685      1.5977821
   34.69096      -8.738595     16.286312     -9.326431     14.186765
   -2.0729208    13.133845     -7.250175      3.5776122    -0.5806364
    4.830492     -3.5832434     3.7814693    -4.2976723    -1.1098703
    1.0020657    -0.3394993     2.3773441     1.8179532     1.9849335
    0.64686126    0.56532896   -1.4163576     1.2056873    -0.50142455
   -1.8815601    -5.4806423    -2.2971141    -1.1489465     3.3718402
   -1.4212822    -2.0976765    -7.5413237    -6.7787933    -4.3898907 ]",reggae
"[-8.80756149e+01  1.09439316e+02 -2.51649666e+01  4.03952904e+01
 -8.77836514e+00  2.47145939e+01 -1.15256300e+01  1.85102634e+01
 -8.29180908e+00  1.70309181e+01 -8.43327808e+00  9.79904652e+00
 -1.29035158e+01  1.57186425e+00 -1.05376740e+01 -4.19983804e-01
 -7.80446243e+00  3.44667053e+00 -4.99019098e+00  6.06397018e-02
  2.01085344e-01 -2.44324446e+00 -1.00124228e+00 -2.12389302e+00
  3.90798688e-01 -3.66979957e-01 -3.06217968e-01 -9.10541832e-01
  7.72577226e-01 -2.27270222e+00  1.83692463e-02 -2.43128371e+00
  1.10950279e+00  8.88928831e-01  2.79279470e+00  1.13388145e+00
  1.21170855e+00 -2.19135475e+00  6.61057174e-01 -2.04120353e-02]",reggae
"[-91.45286     98.79366    -23.196144    46.873005    -6.847095
  29.29433     -9.957948    25.666126   -10.203301    19.623264
  -8.207199    13.411509    -6.494058    14.028286     0.4157897
  12.579369     0.35416144  10.114628    -0.4234256    1.3024877
   0.18631631   3.4742672    4.7824636    4.2820487    5.39216
   4.0219665    3.1768444    1.2332168   -1.2675804   -0.37690413
   3.7832708    2.8938837    3.3735356   -2.6547844   -1.0317605
  -2.8449903    0.1701057   -1.6590787   -0.27132663  -4.8590164 ]",reggae
"[-161.77791      78.69161     -19.243172     55.110035     13.188936
   30.961428     -7.0107627    24.295376    -12.827424     21.51842
  -13.52746      12.775019     -7.452332     12.764472     -3.3393497
    9.142723     -7.7529426     0.6332626    -4.118244      0.49797976
    0.45475897    2.5330248    -1.4265612    -2.324307     -2.866926
   -2.087283     -4.8836865    -4.7314825    -0.7667192     1.2964045
    2.0886714    -4.1100063    -2.6438675    -1.8619561     1.457586
    0.6472169     0.49331817   -3.727867      1.2041988    -3.6278765 ]",reggae
"[-1.6915335e+02  1.1046000e+02 -8.5761995e+00  4.3884247e+01
  2.7496961e-01  2.6637417e+01 -1.4368152e+01  1.3034431e+01
 -1.1149249e+01  8.1301088e+00 -7.6929665e+00  1.0910651e+01
 -8.1759243e+00  2.8085628e+00 -6.4069405e+00  1.1058412e+00
 -4.2528658e+00  4.3446259e+00 -3.4471128e+00  1.2228185e+00
  3.5287638e+00  2.3029191e+00  3.2121429e-01 -2.5828242e+00
 -1.7376190e-01 -1.5718008e+00 -6.9642060e-02 -3.4986436e+00
 -1.5213575e+00  5.6144035e-01 -1.8478719e+00 -5.8657856e+00
 -1.7623141e+00 -4.5378675e+00 -1.7570303e-01 -8.2093126e-01
 -1.5774074e+00 -1.8841105e+00 -1.3112173e+00 -3.2592237e+00]",reggae
"[-1.77283569e+02  1.10989265e+02 -1.56646852e+01  3.67674561e+01
  5.34768030e-02  2.44596195e+01 -3.75882673e+00  1.84215527e+01
 -3.35689402e+00  1.37891588e+01 -2.09242797e+00  8.60301113e+00
 -5.94291401e+00  2.89794707e+00 -5.27176094e+00 -3.06292367e+00
 -6.19528818e+00  2.05404782e+00 -9.93537724e-01  2.30327368e+00
  4.62976408e+00  1.45788872e+00  1.47340465e+00 -7.78879702e-01
 -6.96729660e-01 -4.97350740e+00 -6.48481607e-01 -2.62462950e+00
 -3.66871262e+00 -8.07946301e+00 -5.10860968e+00 -2.88994384e+00
  6.71911180e-01 -2.30528951e+00 -2.48782706e+00 -3.92057300e+00
 -2.92640257e+00 -4.27906322e+00 -4.66888475e+00 -3.47609341e-01]",reggae
"[-1.7162009e+02  9.9356430e+01 -8.2807083e+00  4.9612461e+01
  1.0821391e+00  3.1125254e+01 -7.1390691e+00  1.5894791e+01
 -1.3649510e+00  1.2743275e+01 -5.1949129e+00  1.1808011e+01
 -5.3260388e+00  3.1729808e+00 -6.6866255e+00  3.4554996e-02
 -7.7264280e+00  6.6978531e+00 -3.7676480e+00 -1.7817515e+00
  3.5173769e+00  1.5125285e+00 -6.4254206e-01  2.4670815e+00
  2.4142349e+00  1.0321063e-01  9.9777734e-01 -2.0117502e+00
  3.1915754e-01  2.0361671e+00 -3.6727551e-01 -8.1840019e+00
 -6.5638351e+00 -4.3955207e+00 -1.7788920e+00 -3.4588714e+00
 -1.3873781e+00 -2.5376103e+00 -1.2864904e+00 -2.9108965e-01]",reggae
"[-1.7752110e+02  8.9960640e+01  4.5895448e+00  4.0161018e+01
  1.6618754e-01  2.3184372e+01 -9.9065495e+00  1.2780389e+01
 -7.3078594e+00  1.8747253e+01 -5.7444153e+00  6.1223145e+00
 -9.9186602e+00  2.8640753e-01 -8.2330465e+00  3.8865967e+00
 -6.8602557e+00  2.1814334e+00 -2.3666980e+00  1.8254805e+00
  3.5996038e-02  5.8688080e-01 -1.6918674e+00 -1.0698958e-01
 -8.6152250e-01 -4.1156936e-01  1.6904931e+00  1.6647793e+00
  2.6394012e+00 -4.6725912e+00 -5.2645931e+00 -3.8340712e+00
 -5.2299941e-01 -2.7634621e+00 -2.9587371e+00 -4.3573608e+00
 -2.5159323e+00 -1.3761301e+00 -3.2235165e+00 -2.7674305e+00]",reggae
"[-2.5623401e+02  1.0423235e+02 -7.2694902e+00  5.6268616e+01
  1.1037997e+01  2.7324654e+01  5.8307714e+00  1.7782099e+01
 -1.2737304e+00  1.4674843e+01 -3.4666901e+00  1.0861863e+01
 -2.4603555e+00  1.5587701e+00 -3.7233412e+00 -1.3720438e+00
 -4.2035851e+00  1.3940355e+00 -2.6970837e-01 -1.6015315e+00
 -1.7724680e+00 -2.0513778e+00 -3.3042514e+00 -6.6828924e-01
 -1.2275889e+00 -4.5090227e+00 -2.7951832e+00 -1.9065578e+00
 -9.3437147e-01 -1.9704463e+00 -1.0615000e+00 -2.9267499e+00
 -2.8567071e+00 -2.2925808e+00 -5.0358850e-01 -9.5471692e-01
 -1.0456493e+00 -8.2300371e-01  1.3612771e+00 -2.4147099e-01]",reggae
"[-2.0204497e+02  1.1110007e+02  8.9028797e+00  5.1815220e+01
  1.3010834e+00  3.0039171e+01 -4.5082717e+00  2.2444958e+01
 -7.1422415e+00  1.1495427e+01 -4.7535391e+00  1.0595637e+01
 -2.6359422e+00  9.0100365e+00 -4.3553042e+00 -4.0496424e-02
 -4.3208380e+00  6.5130770e-01 -3.7421625e+00 -6.1934795e+00
 -3.3113170e+00 -5.8885288e+00 -6.3698277e+00 -3.7665331e+00
 -4.0411606e+00 -2.5232117e+00 -4.2247181e+00 -8.8424486e-01
 -2.2334504e+00 -1.4136641e+00 -3.0639598e-01 -2.6263797e+00
 -1.0424277e+00 -3.0758929e+00 -2.1030462e+00 -3.5379612e+00
 -2.2027543e+00 -4.2894363e+00 -1.0348141e+00 -1.5136731e+00]",reggae
"[-2.39292999e+02  9.89610291e+01  1.92158051e+01  5.07796669e+01
  2.83538318e+00  3.22397881e+01 -1.49948430e+00  1.67284908e+01
 -7.44770241e+00  1.67164383e+01  1.50621963e+00  1.60547924e+01
  2.80955219e+00  5.93921614e+00 -6.30326605e+00 -1.04748189e+00
 -6.33501625e+00  2.14710975e+00 -6.63571024e+00 -5.26495266e+00
 -7.24913311e+00 -2.49682413e-03  1.54283559e+00 -1.61955249e+00
 -3.92435455e+00 -6.77755952e-01 -1.38063920e+00 -2.02380109e+00
 -6.12686157e+00 -3.42591000e+00 -2.69324613e+00 -2.39791632e+00
  8.24443325e-02 -3.65881872e+00 -1.58347595e+00  8.21359009e-02
  9.77697492e-01 -1.93730402e+00 -1.06862314e-01 -6.57180429e-01]",reggae
"[-2.26437943e+02  1.03318649e+02  1.17670305e-01  4.39540482e+01
  1.06188278e+01  3.51841469e+01  8.42348862e+00  2.11310692e+01
 -3.30747485e+00  1.55319510e+01 -3.01396275e+00  1.10941401e+01
  1.77735019e+00  1.06191998e+01 -5.76109362e+00 -9.89762783e-01
 -4.13383389e+00  6.55794859e-01 -3.78215671e+00 -5.74581385e-01
 -2.54758978e+00 -2.60842514e+00 -5.03342438e+00 -1.92283535e+00
 -1.87424874e+00 -2.31675601e+00 -6.59435093e-01  7.25986898e-01
 -3.98760486e+00 -6.81918240e+00 -7.80883408e+00 -4.86590910e+00
  1.92582357e+00  3.11057121e-01 -6.68057382e-01 -1.72453237e+00
 -1.78593493e+00 -5.25170755e+00 -1.91203010e+00  1.18410993e+00]",reggae
"[-2.4382346e+02  1.2333697e+02 -1.5560958e+01  3.8889877e+01
  6.4969878e+00  2.5511036e+01  3.0384357e+00  1.7182751e+01
 -2.1878776e-01  8.9844074e+00 -2.4903076e+00  6.7658319e+00
 -3.4475503e+00  3.2550476e+00 -3.4257836e+00 -4.9122679e-01
 -2.5364206e+00 -1.8616748e+00 -4.9763436e+00 -2.7187378e+00
 -2.0048244e+00 -6.8733686e-01 -6.3761526e-01 -2.9478056e+00
 -3.1278055e+00 -3.5271194e+00 -2.1467295e+00 -1.9829412e+00
 -2.9130874e+00 -1.5116395e+00 -5.6546402e-01 -2.1438730e+00
 -2.0876591e+00 -1.0701195e+00  1.3713748e+00 -9.2289142e-02
 -1.0219181e+00 -2.0849061e+00  3.2892734e-01  6.4440501e-01]",reggae
"[-2.4937834e+02  1.1150120e+02  1.1242059e+01  4.1338905e+01
 -2.8823273e+00  3.4554188e+01  4.2828363e-01  2.2327780e+01
 -9.9705381e+00  1.0225955e+01 -2.7978456e+00  8.7558947e+00
 -1.4459751e+00  2.2448089e+00 -3.9111323e+00 -1.8621200e+00
 -8.4211624e-01 -9.4669032e-01 -3.1809545e+00 -4.3213177e+00
 -2.8827031e+00 -3.0510075e+00 -2.3249264e+00 -3.9288175e+00
 -4.5719929e+00 -2.9663212e+00 -4.4510231e+00 -5.0799680e-01
 -5.4915085e+00 -2.0488958e+00 -2.1236413e+00 -2.5046363e+00
  2.3267227e-01 -3.7821774e+00  4.9068201e-01 -6.5728908e+00
  3.6757132e-01  4.6328866e-01 -1.2777778e+00 -3.2313631e+00]",reggae
"[-2.38917053e+02  1.32323303e+02 -1.01722240e-01  4.12239723e+01
  2.42053032e+00  1.90892525e+01  7.95869970e+00  1.99368801e+01
 -6.28665984e-01  1.10968075e+01 -1.71368480e+00  9.94110394e+00
  3.02335143e+00  2.21164441e+00 -7.84169817e+00 -3.98080587e+00
 -4.91579342e+00 -2.15117049e+00 -2.41444564e+00  5.16927168e-02
  8.10890317e-01 -1.31294167e+00 -5.42964697e+00 -4.36804390e+00
 -3.25547719e+00 -2.12159109e+00 -1.80869019e+00 -4.09364641e-01
 -3.17980719e+00 -3.33982706e+00 -6.63317060e+00 -4.62348270e+00
  2.94153476e+00  1.22525215e+00 -1.61107564e+00 -1.69479990e+00
 -2.29907595e-02 -1.27814376e+00 -1.98197234e+00 -1.55184650e+00]",reggae
